               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 171,            0.033101,            0.034915,                   0,             0.82549,               0.625,             0.71493,             0.51211,            0.033695,            0.073723,                   0,           0.0091585,           0.0091585,           0.0091585
                 172,             0.02865,            0.038096,                   0,             0.88132,             0.61912,             0.70527,             0.45627,            0.035505,            0.076317,                   0,           0.0091535,           0.0091535,           0.0091535
                 173,            0.027718,            0.034936,                   0,             0.88132,             0.61912,             0.70527,             0.45627,            0.035505,            0.076317,                   0,           0.0091486,           0.0091486,           0.0091486
                 174,            0.032421,            0.039194,                   0,             0.92617,             0.58333,             0.68106,             0.39345,            0.037383,            0.078117,                   0,           0.0091436,           0.0091436,           0.0091436
                 175,            0.028645,            0.032732,                   0,              0.9219,             0.58333,              0.6753,             0.45044,            0.035978,            0.078209,                   0,           0.0091387,           0.0091387,           0.0091387
                 176,             0.02813,            0.036915,                   0,              0.9205,             0.58333,             0.67842,             0.46053,            0.036074,            0.079155,                   0,           0.0091337,           0.0091337,           0.0091337
                 177,            0.026932,             0.02925,                   0,             0.97513,             0.54167,             0.65204,             0.39261,            0.039403,            0.082794,                   0,           0.0091288,           0.0091288,           0.0091288
                 178,            0.028938,            0.028044,                   0,             0.97513,             0.54167,             0.65204,             0.39261,            0.039403,            0.082794,                   0,           0.0091239,           0.0091239,           0.0091239
                 179,            0.034679,            0.034997,                   0,             0.75566,             0.51603,             0.61572,             0.30744,            0.043701,            0.084152,                   0,           0.0091189,           0.0091189,           0.0091189
                 180,            0.032763,             0.03677,                   0,             0.87423,             0.57947,             0.63624,             0.41521,            0.041628,            0.086105,                   0,           0.0091139,           0.0091139,           0.0091139
                 181,            0.031294,             0.03225,                   0,             0.92254,             0.58333,             0.65275,             0.45362,            0.037269,            0.086189,                   0,            0.009109,            0.009109,            0.009109
                 182,            0.029588,            0.037211,                   0,                   1,             0.61563,             0.67623,             0.45365,            0.036044,            0.080681,                   0,           0.0091041,           0.0091041,           0.0091041
                 183,            0.028928,            0.031113,                   0,                   1,             0.58277,             0.69201,             0.41206,            0.039056,             0.08271,                   0,           0.0090991,           0.0090991,           0.0090991
                 184,            0.032792,            0.033321,                   0,                   1,             0.58277,             0.69201,             0.41206,            0.039056,             0.08271,                   0,           0.0090942,           0.0090942,           0.0090942
                 185,             0.03384,            0.037461,                   0,             0.93329,             0.58296,             0.69421,             0.38594,            0.041225,            0.080666,                   0,           0.0090892,           0.0090892,           0.0090892
                 186,             0.03082,            0.033243,                   0,              0.8875,             0.65783,             0.74595,             0.49452,             0.03482,            0.070358,                   0,           0.0090843,           0.0090843,           0.0090843
                 187,            0.026371,            0.033809,                   0,             0.87106,             0.66667,             0.73512,             0.50866,            0.032422,            0.075027,                   0,           0.0090793,           0.0090793,           0.0090793
                 188,            0.026469,             0.03179,                   0,             0.88772,             0.65923,             0.73914,             0.44354,            0.032003,            0.070915,                   0,           0.0090744,           0.0090744,           0.0090744
                 189,            0.032981,             0.03628,                   0,             0.88772,             0.65923,             0.73914,             0.44354,            0.032003,            0.070915,                   0,           0.0090694,           0.0090694,           0.0090694
                 190,            0.034563,            0.036165,                   0,             0.83524,             0.66667,             0.76185,             0.40966,             0.03286,            0.068817,                   0,           0.0090644,           0.0090644,           0.0090644
                 191,            0.032008,            0.035939,                   0,             0.88753,             0.65803,             0.73892,             0.48467,            0.032398,            0.074326,                   0,           0.0090595,           0.0090595,           0.0090595
                 192,            0.027925,            0.033941,                   0,             0.93704,             0.62036,             0.70548,             0.47237,            0.035014,            0.079765,                   0,           0.0090545,           0.0090545,           0.0090545
                 193,            0.029078,            0.037335,                   0,             0.99239,             0.58333,             0.77528,             0.50332,             0.03077,            0.071594,                   0,           0.0090496,           0.0090496,           0.0090496
                 194,            0.032116,            0.036968,                   0,             0.99239,             0.58333,             0.77528,             0.50332,             0.03077,            0.071594,                   0,           0.0090446,           0.0090446,           0.0090446
                 195,            0.035367,             0.03197,                   0,              0.9834,             0.58333,             0.76509,             0.46655,            0.031784,            0.071228,                   0,           0.0090397,           0.0090397,           0.0090397
                 196,            0.032057,            0.037655,                   0,             0.88072,             0.66667,              0.7572,              0.5355,            0.030055,            0.072891,                   0,           0.0090347,           0.0090347,           0.0090347
                 197,            0.027242,            0.033544,                   0,             0.83778,             0.70833,             0.77014,             0.46877,            0.031477,            0.073425,                   0,           0.0090298,           0.0090298,           0.0090298
                 198,            0.026171,            0.041699,                   0,             0.96388,               0.625,             0.79501,             0.53963,            0.029444,            0.069542,                   0,           0.0090248,           0.0090248,           0.0090248
                 199,            0.025079,            0.030701,                   0,             0.98919,             0.58333,             0.68977,             0.39896,            0.034486,            0.085518,                   0,           0.0090199,           0.0090199,           0.0090199
                 200,            0.032454,            0.034017,                   0,             0.98919,             0.58333,             0.68977,             0.39896,            0.034486,            0.085518,                   0,           0.0090149,           0.0090149,           0.0090149
                 201,            0.031855,            0.034132,                   0,              0.9993,             0.58333,             0.68114,             0.41457,             0.03519,            0.087769,                   0,             0.00901,             0.00901,             0.00901
                 202,            0.027976,            0.032056,                   0,             0.92247,             0.58333,             0.65739,             0.39722,            0.035049,            0.092377,                   0,           0.0090051,           0.0090051,           0.0090051
                 203,            0.027117,            0.033986,                   0,                   1,             0.58137,             0.64322,             0.43974,            0.035661,            0.093231,                   0,           0.0090001,           0.0090001,           0.0090001
                 204,            0.030926,            0.033575,                   0,             0.99421,             0.54167,             0.59475,             0.22823,            0.045074,             0.10251,                   0,           0.0089952,           0.0089952,           0.0089952
                 205,             0.03824,            0.039382,                   0,             0.99421,             0.54167,             0.59475,             0.22823,            0.045074,             0.10251,                   0,           0.0089902,           0.0089902,           0.0089902
                 206,            0.039216,            0.034384,                   0,             0.99171,             0.54167,             0.57584,             0.20326,            0.048884,             0.10558,                   0,           0.0089853,           0.0089853,           0.0089853
                 207,            0.033578,            0.034232,                   0,             0.99234,             0.54167,             0.57904,             0.29901,            0.042922,             0.10147,                   0,           0.0089803,           0.0089803,           0.0089803
                 208,            0.029091,            0.032355,                   0,              0.9926,             0.54167,             0.62261,             0.45328,            0.036827,            0.093155,                   0,           0.0089753,           0.0089753,           0.0089753
                 209,              0.0271,             0.02941,                   0,             0.98939,             0.54167,             0.63794,             0.31419,            0.040334,             0.09169,                   0,           0.0089704,           0.0089704,           0.0089704
                 210,            0.030205,            0.031811,                   0,             0.98939,             0.54167,             0.63794,             0.31419,            0.040334,             0.09169,                   0,           0.0089654,           0.0089654,           0.0089654
                 211,            0.034614,            0.035354,                   0,              0.9091,             0.58333,             0.65885,             0.27791,            0.043501,            0.090378,                   0,           0.0089605,           0.0089605,           0.0089605
                 212,            0.029317,            0.036237,                   0,                   1,             0.57993,             0.66104,             0.34335,            0.039903,            0.088783,                   0,           0.0089555,           0.0089555,           0.0089555
